sample,amplitude
642,0.002197265625
643,0.00244140625
644,0.002197265625
645,0.002197265625
646,0.001953125
647,0.002197265625
648,0.002197265625
649,0.001953125
650,0.002197265625
651,0.002197265625
652,0.002197265625
653,0.002197265625
654,0.002197265625
655,0.00244140625
656,0.002197265625
657,0.00244140625
658,0.002197265625
659,0.00244140625
660,0.00244140625
661,0.002197265625
662,0.002197265625
663,0.001953125
664,0.002197265625
665,0.00244140625
666,0.00244140625
667,0.00244140625
668,0.00244140625
669,0.002197265625
670,0.002197265625
671,0.00244140625
672,0.002197265625
673,0.00244140625
674,0.002197265625
675,0.002197265625
676,0.00244140625
677,0.00244140625
678,0.00244140625
679,0.002685546875
680,0.002197265625
681,0.00244140625
682,0.002197265625
683,0.002685546875
684,0.00244140625
685,0.00244140625
686,0.00244140625
687,0.00244140625
688,0.00244140625
689,0.002197265625
690,0.002197265625
691,0.00244140625
692,0.002197265625
693,0.00244140625
694,0.00244140625
695,0.002197265625
696,0.00244140625
697,0.002197265625
698,0.00244140625
699,0.00244140625
700,0.00244140625
701,0.00244140625
702,0.00244140625
703,0.00244140625
704,0.00244140625
705,0.002197265625
706,0.00244140625
707,0.002197265625
708,0.00244140625
709,0.002197265625
710,0.001953125
711,0.002197265625
712,0.002197265625
713,0.00244140625
714,0.00244140625
715,0.00244140625
716,0.002197265625
717,0.002197265625
718,0.006103515625
719,-0.000732421875
720,0.001220703125
721,0.001708984375
722,0.00244140625
723,0.001953125
724,0.002197265625
725,0.002197265625
726,0.002197265625
727,0.001953125
728,0.002197265625
729,0.001953125
730,0.00244140625
731,0.002197265625
732,0.00244140625
733,0.002197265625
734,0.002197265625
735,0.002197265625
736,0.002197265625
737,0.002197265625
738,0.002197265625
739,0.002197265625
740,0.00244140625
741,0.002197265625
742,0.002197265625
743,0.002197265625
744,0.002197265625
745,0.002197265625
746,0.021484375
747,-0.009033203125
748,0.001953125
749,0.001953125
750,0.001708984375
751,0.002197265625
752,0.001708984375
753,0.00244140625
754,0.001953125
755,0.002197265625
756,0.001953125
